Date,Open,High,Low,Close,Volume
7/1/1988 20:00:00,1163.52,1163.52,1163.52,1163.52,0
7/4/1988 20:00:00,1168.1,1168.1,1168.1,1168.1,0
7/5/1988 20:00:00,1178.52,1178.52,1178.52,1178.52,0
7/6/1988 20:00:00,1199.96,1199.96,1199.96,1199.96,0
7/7/1988 20:00:00,1188.59,1188.59,1188.59,1188.59,0
7/8/1988 20:00:00,1197.52,1197.52,1197.52,1197.52,0
7/11/1988 20:00:00,1196.59,1196.59,1196.59,1196.59,0
7/12/1988 20:00:00,1184.85,1184.85,1184.85,1184.85,0
7/13/1988 20:00:00,1172.8,1172.8,1172.8,1172.8,0
7/14/1988 20:00:00,1187.21,1187.21,1187.21,1187.21,0
7/15/1988 20:00:00,1191.13,1191.13,1191.13,1191.13,0
7/18/1988 20:00:00,1179.74,1179.74,1179.74,1179.74,0
7/19/1988 20:00:00,1170.1,1170.1,1170.1,1170.1,0
7/20/1988 20:00:00,1174.62,1174.62,1174.62,1174.62,0
7/21/1988 20:00:00,1165.42,1165.42,1165.42,1165.42,0
7/22/1988 20:00:00,1153.73,1153.73,1153.73,1153.73,0
7/25/1988 20:00:00,1160.46,1160.46,1160.46,1160.46,0
7/26/1988 20:00:00,1176.44,1176.44,1176.44,1176.44,0
7/27/1988 20:00:00,1171.28,1171.28,1171.28,1171.28,0
7/28/1988 20:00:00,1166,1166,1166,1166,0
7/29/1988 20:00:00,1181.72,1181.72,1181.72,1181.72,0
8/1/1988 20:00:00,1189.6,1189.6,1189.6,1189.6,0
8/2/1988 20:00:00,1184.21,1184.21,1184.21,1184.21,0
8/3/1988 20:00:00,1187.67,1187.67,1187.67,1187.67,0
8/4/1988 20:00:00,1183.72,1183.72,1183.72,1183.72,0
8/5/1988 20:00:00,1197.38,1197.38,1197.38,1197.38,0
8/8/1988 20:00:00,1198.76,1198.76,1198.76,1198.76,0
8/9/1988 20:00:00,1196.79,1196.79,1196.79,1196.79,0
8/10/1988 20:00:00,1173.45,1173.45,1173.45,1173.45,0
8/11/1988 20:00:00,1168.14,1168.14,1168.14,1168.14,0
8/12/1988 20:00:00,1173.56,1173.56,1173.56,1173.56,0
8/15/1988 20:00:00,1169.82,1169.82,1169.82,1169.82,0
8/16/1988 20:00:00,1158.76,1158.76,1158.76,1158.76,0
8/17/1988 20:00:00,1182.18,1182.18,1182.18,1182.18,0
8/18/1988 20:00:00,1173.73,1173.73,1173.73,1173.73,0
8/19/1988 20:00:00,1170.78,1170.78,1170.78,1170.78,0
8/22/1988 20:00:00,1167.99,1167.99,1167.99,1167.99,0
8/23/1988 20:00:00,1155.8,1155.8,1155.8,1155.8,0
8/24/1988 20:00:00,1161.27,1161.27,1161.27,1161.27,0
8/25/1988 20:00:00,1162.65,1162.65,1162.65,1162.65,0
8/26/1988 20:00:00,1157.65,1157.65,1157.65,1157.65,0
8/29/1988 20:00:00,1152.38,1152.38,1152.38,1152.38,0
8/30/1988 20:00:00,1165.53,1165.53,1165.53,1165.53,0
8/31/1988 20:00:00,1165.36,1165.36,1165.36,1165.36,0
9/1/1988 20:00:00,1152.99,1152.99,1152.99,1152.99,0
9/2/1988 20:00:00,1157.29,1157.29,1157.29,1157.29,0
9/5/1988 20:00:00,1174.87,1174.87,1174.87,1174.87,0
9/6/1988 20:00:00,1179.76,1179.76,1179.76,1179.76,0
9/7/1988 20:00:00,1185.74,1185.74,1185.74,1185.74,0
9/8/1988 20:00:00,1185.35,1185.35,1185.35,1185.35,0
9/9/1988 20:00:00,1186.61,1186.61,1186.61,1186.61,0
9/12/1988 20:00:00,1207.18,1207.18,1207.18,1207.18,0
9/13/1988 20:00:00,1206.72,1206.72,1206.72,1206.72,0
9/14/1988 20:00:00,1224.71,1224.71,1224.71,1224.71,0
9/15/1988 20:00:00,1228.11,1228.11,1228.11,1228.11,0
9/16/1988 20:00:00,1235.05,1235.05,1235.05,1235.05,0
9/19/1988 20:00:00,1252.66,1252.66,1252.66,1252.66,0
9/20/1988 20:00:00,1245.98,1245.98,1245.98,1245.98,0
9/21/1988 20:00:00,1260.99,1260.99,1260.99,1260.99,0
9/22/1988 20:00:00,1253.68,1253.68,1253.68,1253.68,0
9/23/1988 20:00:00,1252.58,1252.58,1252.58,1252.58,0
9/26/1988 20:00:00,1257.03,1257.03,1257.03,1257.03,0
9/27/1988 20:00:00,1248.36,1248.36,1248.36,1248.36,0
9/28/1988 20:00:00,1239.16,1239.16,1239.16,1239.16,0
9/29/1988 20:00:00,1248.71,1248.71,1248.71,1248.71,0
9/30/1988 20:00:00,1252.69,1252.69,1252.69,1252.69,0
10/3/1988 20:00:00,1242.44,1242.44,1242.44,1242.44,0
10/4/1988 20:00:00,1245.58,1245.58,1245.58,1245.58,0
10/5/1988 20:00:00,1252.31,1252.31,1252.31,1252.31,0
10/6/1988 20:00:00,1261.63,1261.63,1261.63,1261.63,0
10/7/1988 20:00:00,1269.36,1269.36,1269.36,1269.36,0
10/10/1988 20:00:00,1286.93,1286.93,1286.93,1286.93,0
10/11/1988 20:00:00,1271.31,1271.31,1271.31,1271.31,0
10/12/1988 20:00:00,1257.94,1257.94,1257.94,1257.94,0
10/13/1988 20:00:00,1269.8,1269.8,1269.8,1269.8,0
10/14/1988 20:00:00,1289.57,1289.57,1289.57,1289.57,0
10/17/1988 20:00:00,1282.99,1282.99,1282.99,1282.99,0
10/18/1988 20:00:00,1295.79,1295.79,1295.79,1295.79,0
10/19/1988 20:00:00,1304.37,1304.37,1304.37,1304.37,0
10/20/1988 20:00:00,1295.21,1295.21,1295.21,1295.21,0
10/21/1988 20:00:00,1289.72,1289.72,1289.72,1289.72,0
10/24/1988 20:00:00,1281.22,1281.22,1281.22,1281.22,0
10/25/1988 20:00:00,1293.72,1293.72,1293.72,1293.72,0
10/26/1988 20:00:00,1310.63,1310.63,1310.63,1310.63,0
10/27/1988 20:00:00,1313.35,1313.35,1313.35,1313.35,0
10/28/1988 20:00:00,1314.98,1314.98,1314.98,1314.98,0
10/31/1988 20:00:00,1300.79,1300.79,1300.79,1300.79,0
11/1/1988 20:00:00,1310.79,1310.79,1310.79,1310.79,0
11/2/1988 20:00:00,1288.55,1288.55,1288.55,1288.55,0
11/3/1988 20:00:00,1280.58,1280.58,1280.58,1280.58,0
11/4/1988 20:00:00,1285.02,1285.02,1285.02,1285.02,0
11/7/1988 20:00:00,1271.13,1271.13,1271.13,1271.13,0
11/8/1988 20:00:00,1287.88,1287.88,1287.88,1287.88,0
11/9/1988 20:00:00,1277.3,1277.3,1277.3,1277.3,0
11/10/1988 20:00:00,1263.34,1263.34,1263.34,1263.34,0
11/11/1988 20:00:00,1252.18,1252.18,1252.18,1252.18,0
11/14/1988 20:00:00,1261.84,1261.84,1261.84,1261.84,0
11/15/1988 20:00:00,1262.54,1262.54,1262.54,1262.54,0
11/17/1988 20:00:00,1264.59,1264.59,1264.59,1264.59,0
11/18/1988 20:00:00,1277.55,1277.55,1277.55,1277.55,0
11/21/1988 20:00:00,1284.16,1284.16,1284.16,1284.16,0
11/22/1988 20:00:00,1277.4,1277.4,1277.4,1277.4,0
11/23/1988 20:00:00,1280.87,1280.87,1280.87,1280.87,0
11/24/1988 20:00:00,1279.23,1279.23,1279.23,1279.23,0
11/25/1988 20:00:00,1275.41,1275.41,1275.41,1275.41,0
11/28/1988 20:00:00,1259.13,1259.13,1259.13,1259.13,0
11/29/1988 20:00:00,1262.55,1262.55,1262.55,1262.55,0
11/30/1988 20:00:00,1275.99,1275.99,1275.99,1275.99,0
12/1/1988 20:00:00,1275.78,1275.78,1275.78,1275.78,0
12/2/1988 20:00:00,1282.23,1282.23,1282.23,1282.23,0
12/5/1988 20:00:00,1287.94,1287.94,1287.94,1287.94,0
12/6/1988 20:00:00,1299.57,1299.57,1299.57,1299.57,0
12/7/1988 20:00:00,1296.53,1296.53,1296.53,1296.53,0
12/8/1988 20:00:00,1296.53,1296.53,1296.53,1296.53,0
12/9/1988 20:00:00,1301.43,1301.43,1301.43,1301.43,0
12/12/1988 20:00:00,1292.69,1292.69,1292.69,1292.69,0
12/13/1988 20:00:00,1290.63,1290.63,1290.63,1290.63,0
12/14/1988 20:00:00,1286.61,1286.61,1286.61,1286.61,0
12/15/1988 20:00:00,1285.33,1285.33,1285.33,1285.33,0
12/16/1988 20:00:00,1296.31,1296.31,1296.31,1296.31,0
12/19/1988 20:00:00,1315.98,1315.98,1315.98,1315.98,0
12/20/1988 20:00:00,1333.04,1333.04,1333.04,1333.04,0
12/21/1988 20:00:00,1321.01,1321.01,1321.01,1321.01,0
12/22/1988 20:00:00,1324.15,1324.15,1324.15,1324.15,0
12/23/1988 20:00:00,1328.46,1328.46,1328.46,1328.46,0
12/27/1988 20:00:00,1340.41,1340.41,1340.41,1340.41,0
12/28/1988 20:00:00,1333.74,1333.74,1333.74,1333.74,0
12/29/1988 20:00:00,1327.87,1327.87,1327.87,1327.87,0
1/2/1989 20:00:00,1335.01,1335.01,1335.01,1335.01,0
1/3/1989 20:00:00,1359.33,1359.33,1359.33,1359.33,0
1/4/1989 20:00:00,1365.08,1365.08,1365.08,1365.08,0
1/5/1989 20:00:00,1371.1,1371.1,1371.1,1371.1,0
1/6/1989 20:00:00,1359.98,1359.98,1359.98,1359.98,0
1/9/1989 20:00:00,1366.55,1366.55,1366.55,1366.55,0
1/10/1989 20:00:00,1345.91,1345.91,1345.91,1345.91,0
1/11/1989 20:00:00,1353.42,1353.42,1353.42,1353.42,0
1/12/1989 20:00:00,1358.74,1358.74,1358.74,1358.74,0
1/13/1989 20:00:00,1353.25,1353.25,1353.25,1353.25,0
1/16/1989 20:00:00,1344.11,1344.11,1344.11,1344.11,0
1/17/1989 20:00:00,1316.66,1316.66,1316.66,1316.66,0
1/18/1989 20:00:00,1323.68,1323.68,1323.68,1323.68,0
1/19/1989 20:00:00,1335.15,1335.15,1335.15,1335.15,0
1/20/1989 20:00:00,1323.14,1323.14,1323.14,1323.14,0
1/23/1989 20:00:00,1318.21,1318.21,1318.21,1318.21,0
1/24/1989 20:00:00,1334.18,1334.18,1334.18,1334.18,0
1/25/1989 20:00:00,1341.03,1341.03,1341.03,1341.03,0
1/26/1989 20:00:00,1329.73,1329.73,1329.73,1329.73,0
1/27/1989 20:00:00,1343.58,1343.58,1343.58,1343.58,0
1/30/1989 20:00:00,1328.37,1328.37,1328.37,1328.37,0
1/31/1989 20:00:00,1312.73,1312.73,1312.73,1312.73,0
2/1/1989 20:00:00,1300.52,1300.52,1300.52,1300.52,0
2/2/1989 20:00:00,1319.56,1319.56,1319.56,1319.56,0
2/3/1989 20:00:00,1326.36,1326.36,1326.36,1326.36,0
2/6/1989 20:00:00,1345.04,1345.04,1345.04,1345.04,0
2/7/1989 20:00:00,1344.94,1344.94,1344.94,1344.94,0
2/8/1989 20:00:00,1359.88,1359.88,1359.88,1359.88,0
2/9/1989 20:00:00,1347.42,1347.42,1347.42,1347.42,0
2/10/1989 20:00:00,1353.22,1353.22,1353.22,1353.22,0
2/13/1989 20:00:00,1333.77,1333.77,1333.77,1333.77,0
2/14/1989 20:00:00,1331.47,1331.47,1331.47,1331.47,0
2/15/1989 20:00:00,1317.32,1317.32,1317.32,1317.32,0
2/16/1989 20:00:00,1317.91,1317.91,1317.91,1317.91,0
2/17/1989 20:00:00,1315.09,1315.09,1315.09,1315.09,0
2/20/1989 20:00:00,1319.91,1319.91,1319.91,1319.91,0
2/21/1989 20:00:00,1307.52,1307.52,1307.52,1307.52,0
2/22/1989 20:00:00,1292.17,1292.17,1292.17,1292.17,0
2/23/1989 20:00:00,1271.7,1271.7,1271.7,1271.7,0
2/24/1989 20:00:00,1288.04,1288.04,1288.04,1288.04,0
2/27/1989 20:00:00,1276.8,1276.8,1276.8,1276.8,0
2/28/1989 20:00:00,1288.66,1288.66,1288.66,1288.66,0
3/1/1989 20:00:00,1307.25,1307.25,1307.25,1307.25,0
3/2/1989 20:00:00,1309.27,1309.27,1309.27,1309.27,0
3/3/1989 20:00:00,1325.82,1325.82,1325.82,1325.82,0
3/6/1989 20:00:00,1337.66,1337.66,1337.66,1337.66,0
3/7/1989 20:00:00,1324.06,1324.06,1324.06,1324.06,0
3/8/1989 20:00:00,1317.77,1317.77,1317.77,1317.77,0
3/9/1989 20:00:00,1319.42,1319.42,1319.42,1319.42,0
3/10/1989 20:00:00,1318.51,1318.51,1318.51,1318.51,0
3/13/1989 20:00:00,1313.55,1313.55,1313.55,1313.55,0
3/14/1989 20:00:00,1329.5,1329.5,1329.5,1329.5,0
3/15/1989 20:00:00,1334.75,1334.75,1334.75,1334.75,0
